16861	351348
3834	243090
1909	467705
4776	9598
8966	4054
4612	4090
8752	500485
6547	10500
16327	561444
5814	10500
16884	212035
2241	331678
8293	295405
13134	358681
19533	4536
1838	218495
17354	147425
1358	272559
18800	471472
15439	441770
7222	498213
13149	272626
1264	233413
6406	419947
1986	83331
11665	381754
8152	208963
6098	243276
9822	455434
13067	273119
17384	384616
3354	444157
6194	330779
2896	419942
5687	302409
1274	418136
4431	228405
4869	293614
11866	315456
12630	420662
11602	331678
8674	570417
248	861557
16247	427318
13477	419942
19956	267377
11220	186497
19592	517417
16561	349307
5518	273075
15710	273116
2759	246197
9818	167542
16885	264202
2177	315277
9710	521045
6537	243274
5450	126740
18799	471821
636	290317
18704	290318
3327	269799
4914	357244
10054	392021
4775	36589
11863	404589
1914	447217
16315	390236
14376	96561
1070	246197
1705	292805
8384	224324
2191	187420
5976	311403
9004	224911
11044	6878
84	1662106
6277	1273102
19046	6239
12290	39947
19198	190485
19784	237631
488	1282
15026	330879
9313	425011
18430	341663
10448	306901
16678	156889
8091	169963
18612	282459
4055	192222
17551	374833
19701	198466
18778	177416
17822	224308
15013	85963
16925	272944
294	35793
18260	107806
15535	192952
8506	330779
18589	202809
11315	6239
5205	407148
4430	203907
8242	372461
8723	284812
6468	3702
983	330879
11916	294746
17223	31925
17617	31925
17688	7165
1895	8355
3404	9606
17005	8364
6914	573826
1920	344612
16724	510516
1327	331117
19349	573826
16799	306902
5457	9606
3244	10547
19320	6238
19203	6239
8261	233413
19174	10886
11936	6182
5474	6182
12198	161578
12032	424761
2976	521510
14949	348763
12626	6978
10961	1661849
1798	8030
12084	343250
10135	8709
12066	8709
5550	6239
7652	10090
11962	7230
7771	284813
7201	7668
13335	83331
1213	9913
12157	9606
1533	10090
4138	7227
5286	38881
1041	9606
17379	7159
18174	7165
1170	7460
17579	7222
10186	6287
4365	7227
15360	7220
10348	623
16005	9606
10493	51159
18067	7227
1142	7238
12351	206672
11999	178306
9636	9606
6447	10090
10001	7227
13841	6238
17325	39947
14204	3702
2442	451516
19549	7245
11096	6239
247	214684
14945	6239
17425	195102
19670	338969
12265	170187
17273	273119
5105	391295
11133	273119
11488	257314
3696	552536
9879	107806
16351	198804
6021	224915
8309	262722
9629	187420
9564	227882
2810	300852
12015	416269
2803	382245
199	1774373
19947	498214
2199	272626
8617	265669
19090	402880
17869	339860
6656	452863
6682	340102
11910	444157
18454	101510
7304	505682
819	10090
16702	273119
17487	405441
17806	187420
4832	9913
10004	6918
3842	183417
10432	6910
19585	293813
10528	293813
587	278061
13654	293813
11181	6852
4965	9606
1386	10090
6831	8355
18615	293813
19536	293813
750	293813
17670	282459
19487	487152
17866	9595
12056	10090
1331	46220
13078	331678
18184	402882
11016	211586
2187	60481
6991	190650
1044	340322
12079	316058
4748	402882
11504	458817
16067	398579
19247	60480
18963	183190
4946	388822
18020	9913
6405	9544
6208	9606
427	10090
14293	9606
1294	9031
4770	9541
8628	39947
7819	3702
6938	3702
18379	9541
19219	13306
6337	3702
8913	243277
10313	243277
11739	6945
929	6185
120	6183
6344	559307
5092	10338
2362	7227
5372	10778
13537	9606
8990	10090
19269	1309
15798	31533
19844	330779
3120	419942
17592	561445
7111	12183
16026	12184
9580	515621
6086	498214
5114	444157
11089	293614
8132	315456
4155	243276
8790	868565
5485	10338
1008	39947
7433	7227
12692	126740
4692	335284
14740	6239
380	439592
3349	7176
82	7238
11014	198804
8301	10090
2603	284592
18442	122909
10747	434756
7927	31165
18580	10090
8952	29932
1009	33319
18355	434756
3775	6918
18931	434756
6584	434756
4462	278060
10616	6928
3372	434756
1832	6903
15385	434756
13240	434756
14218	29017
1206	29017
19256	434756
1996	9598
5371	269635
5027	6238
2131	1906
1163	295027
19849	10090
17152	10090
15398	36351
9682	10370
7769	10370
10513	36351
14343	645099
1760	44689
1483	44689
9939	44689
9866	3702
18265	55670
10947	44689
10010	561444
17838	65409
1325	323848
4479	272561
16529	7227
8636	7238
19399	9606
3480	44689
17907	42330
3179	10116
3890	10360
12604	10299
4662	10315
8837	10369
13033	10367
17313	79700
9043	36351
8073	295027
13602	57278
19925	10383
9493	10360
16690	7937
16186	6239
3531	6239
3836	212035
6839	526222
691	96561
14640	284590
15764	398580
7129	299768
12994	114615
11485	316056
12734	375286
5172	246200
19772	284592
10372	322104
4116	598659
1467	565575
16219	28285
15310	10116
3481	10090
4201	10090
17831	10116
10335	10116
17414	7441
5265	522437
14062	337052
10627	10617
14817	10490
19267	36307
15156	36307
6578	8709
14914	88087
16991	459671
5594	31151
19260	40353
1892	124223
3683	8714
13855	8765
13121	8742
7912	99586
12070	103944
4106	38415
16020	8716
16485	10658
17403	10323
14409	378830
12766	649603
3264	648234
6941	648234
7644	224325
1133	83332
415	83331
16398	83331
12035	83331
821	83331
14829	83332
4874	561445
3490	6239
12646	3702
13371	3702
7593	10370
9119	36351
18480	186611
7027	210007
17916	9823
7287	7230
18747	9483
2426	10090
14672	4113
2023	8336
1228	10090
10703	7765
13746	8355
2570	7765
7097	3702
3465	3702
7464	3702
7822	7244
16629	46245
7997	284812
18359	284812
10464	284812
9600	3702
18438	243276
8956	272634
9268	10665
10219	654908
7214	427317
7346	83331
12202	272634
18988	273119
13173	257363
10499	416276
8483	212042
16785	654903
5528	46015
12526	243276
4674	10665
9274	452659
3320	262177
2893	243276
12581	262177
19005	654903
1351	654903
15433	654903
6418	257363
2016	273057
957	262698
16976	10759
4333	272944
1207	272947
19238	70601
15922	84588
9453	187420
8490	243232
16140	83331
10804	83332
8427	194439
9072	243276
9063	319225
11528	71421
15054	272944
17543	83332
10234	83332
11448	402880
4014	294747
3134	284592
4059	3702
8376	7004
15010	409167
13352	243161
7197	272944
7757	274
14854	1971
17124	284592
9276	9913
6565	37000
8586	2903
17750	2903
3508	210409
16872	319795
19143	393011
5501	4679
8431	118530
14006	118530
19643	264201
13653	388396
8407	9606
971	9606
8791	1397
6394	64495
3402	6239
19548	36329
2683	8090
18034	7937
10665	882102
18047	55601
152	7220
11475	46245
2788	7244
10539	8265
1592	8258
4588	10665
8779	9606
4056	336407
8953	315456
10118	257363
3053	9606
1328	10090
14415	453591
19562	419942
134	439386
12930	6277
4678	6501
13932	9606
7410	9395
3561	10090
18024	30611
14239	9606
5159	9814
17830	7227
12044	29342
2207	326427
3112	517417
15466	266834
7467	410289
6969	3702
13801	9606
4585	272623
7864	359787
12383	359786
14728	196620
19188	176280
9754	223926
2907	381754
3031	208963
6734	205918
16862	380703
8303	340177
4015	290315
8819	243161
10286	83558
14151	471472
9118	301447
9741	401614
8645	568819
710	272622
13492	340322
1857	93060
19588	427318
13288	319225
6159	290317
1151	290512
2866	399726
15370	46245
11814	3702
9236	39947
3962	69014
17877	212035
14245	93060
8013	335284
6108	7234
16345	46245
14268	7245
13384	7227
9685	284592
18962	9601
310	7227
1463	7091
4625	7091
7054	6984
15939	78057
1161	9606
3141	44689
12858	7227
15632	4232
9770	10090
8244	9606
13104	317363
3247	6426
7850	8673
2540	8673
9552	184540
6421	10116
7360	6239
9081	114429
8336	104421
5348	10116
9064	10863
18689	10757
12987	12044
8144	648169
13996	649603
11626	44689
14127	367928
12546	93062
5962	158878
4162	451516
16242	183190
13626	7227
12614	289376
13447	401614
13074	9913
5636	9940
19523	43334
7147	43328
4245	10090
18865	7240
14913	9913
14905	9606
15016	330779
627	427318
18066	439386
19017	237561
18369	9606
15920	44689
2500	9913
7355	9590
19208	9606
8511	8355
12982	9606
1335	9541
990	7227
14519	284592
7803	269484
17478	302409
19569	272944
14775	272947
1273	4039
14879	6239
11855	167546
12390	272569
9702	10090
8799	101309
11333	7159
5762	186497
5509	427318
11508	427317
1354	36329
9980	580049
9703	39466
16782	7130
15563	7130
11554	6239
8405	6239
7877	10360
5821	57278
16237	7955
8274	9606
19835	330879
9243	100226
6492	203120
15500	176280
973	243275
6561	1063
12355	290397
2431	60481
18779	246197
8445	27405
14745	27405
13920	6723
12401	99572
12969	3213
12819	28470
11825	10116
4595	562
14194	562
8394	379576
15146	56955
15574	89440
19293	89445
10305	89445
6347	44689
6377	6239
8512	379576
559	9606
6023	7004
11925	7004
17699	45920
12122	7004
15349	7004
6543	7067
18149	7176
6156	7260
5913	7245
18144	237561
19139	69564
9263	5702
9132	5825
15532	200616
8661	2771
9900	663917
17766	243231
10356	4102
15150	43366
19484	180952
6165	180952
5541	237561
15375	283643
15076	224915
10227	107806
994	176299
19450	243160
6338	221988
13776	107806
17678	243265
11700	502800
10338	9598
12266	9606
11429	42520
12696	10041
17995	290318
8660	517418
3381	355276
18346	257363
2036	444179
10133	447217
17798	126740
16503	254945
441	452659
15121	163164
15332	224325
18956	452659
9627	392021
18388	292805
16716	9595
2483	9541
12762	237631
18027	224308
5729	419665
17625	393115
11185	401614
16771	315456
1117	319225
874	74546
2539	243276
13617	3702
1617	9606
24	9606
14035	4102
1090	10090
14522	10116
6462	563178
18991	272634
7732	6526
8510	189518
3928	243273
17445	336407
5227	273119
4604	3702
19951	3702
19116	10090
337	9598
18460	426368
8944	406327
13194	186497
18597	272944
8050	106323
15504	336407
2505	510516
8724	3888
13532	267377
7506	8697
11891	10778
3881	284812
17430	342451
9878	290434
12242	445985
5838	412418
10827	565034
19439	517418
11029	381764
13985	272568
8991	272635
7005	262723
16952	123214
18529	293614
15664	243274
8362	283643
2048	290315
11286	449447
5649	324925
7970	64471
3867	273119
13302	226185
6247	654919
5315	214684
16975	9606
12397	3702
5986	3702
1811	224915
17290	212042
1416	347255
8691	390874
6204	66084
918	9606
6705	7217
9502	46245
16356	11744
15099	7230
4785	269484
6313	272635
7474	3702
10086	4097
5356	1836
12151	8401
9503	8406
1730	299683
18557	93061
12885	199310
13659	9031
18838	4577
16056	4577
12523	4577
14101	379508
9840	1280
15357	561445
3259	9606
17276	390333
4578	293613
16689	413404
6227	335541
18950	3702
19469	194966
10068	3702
11316	3702
17242	398767
16215	351605
521	338966
13150	562
12814	10090
11203	272561
12004	557722
5823	208964
433	359787
5065	359786
7948	93062
8563	107806
7945	6239
8459	3702
12023	83332
5820	290339
17531	502800
10319	585035
17373	364106
19847	44689
7777	253137
11764	1041429
14346	253130
4554	409167
16095	1041430
15778	253136
19372	253130
2817	253132
12707	409167
1376	270861
11791	253133
7485	3702
8032	3702
16772	3702
3685	3702
16386	3702
7984	3702
17984	3702
4981	3702
2542	35880
7142	4226
10536	484019
2579	272559
2367	243160
18192	4227
2718	223283
11821	240015
12737	319225
13978	517418
13175	146891
16285	7227
6407	10323
4477	3702
19853	8355
16	559307
5262	573826
1831	6239
13317	10333
7407	267377
1113	10329
14988	3702
13285	290317
5912	194439
7049	227941
15761	243161
10442	471473
14177	290398
3275	190304
11258	107806
15096	561501
13081	338966
6683	167546
13970	167555
6300	9598
10455	272634
13032	315456
16212	46245
12744	7830
17171	8241
4471	74547
4281	303300
7539	82823
7417	82825
2593	82830
16894	324925
13780	338966
5770	9606
15638	9606
6224	224324
11843	7873
14754	10760
2071	471472
19461	6239
15445	7957
9825	269484
16040	441952
13545	176280
18203	285951
19336	243273
4584	262719
18573	7227
2408	3702
9362	340177
6851	290318
455	517418
13576	262722
4370	391009
16341	9601
10883	44689
11901	9601
2428	10090
16588	10116
4491	125076
7416	347255
422	293613
17642	66084
14487	272561
7821	36870
3474	7165
3993	39947
13295	10710
9750	565034
12172	39947
135	272944
12805	315456
19755	209901
4429	209901
10089	209901
11298	209901
12214	209901
18929	539
5997	237561
13614	10116
11698	8400
17067	3702
4800	10116
3523	59405
1557	471472
6802	29022
705	6884
7584	34647
13315	265871
4719	50344
17393	190115
2914	380989
14872	426118
11398	9606
1086	293614
16803	272944
15232	306902
7787	217897
675	7217
4878	284813
326	710127
12559	565575
205	7227
19739	10090
10629	369723
15022	6239
2957	9606
10648	265669
17257	193567
8371	10090
15590	6239
17953	351627
15100	471473
7820	347255
7305	330779
4821	579112
16251	587200
3461	7227
13109	1308
9253	663331
16983	196164
4594	340322
5405	196627
8923	4081
1913	7229
15221	272632
14257	3902
6685	8707
8048	3902
6932	3862
10849	8726
948	45385
8774	224914
14768	204722
4439	529507
18207	325240
3343	60481
17619	579112
2265	360102
14888	386656
4703	224915
13797	118105
296	3702
13993	243230
19345	6238
11285	6239
11331	565575
18711	6239
18315	5481
10880	326427
2763	167542
15727	146891
10668	7004
17166	10885
8383	39947
3617	90370
997	7230
2558	83331
17943	1280
13881	228410
16482	83333
2723	321314
12621	550538
7965	90370
5893	360102
17768	199310
13926	623
6123	407148
5947	360109
2823	347834
10727	315456
2481	336407
7739	315456
7589	290397
1741	227941
9669	243161
13433	458234
18926	395495
16746	290315
4863	10116
1728	6239
10962	10116
8243	44689
13665	212042
170	336407
13670	71421
10339	272623
3228	326297
4436	211586
17711	351745
12345	6238
13270	9606
97	7227
9033	9606
5471	83331
10279	367737
19587	325240
14615	211586
10413	163164
10261	570417
5872	471472
2377	226185
9404	314315
278	416276
12926	452659
4387	391296
12698	265669
10762	6238
15509	9606
16358	6087
5702	9606
9065	28479
19430	272844
8045	322104
15934	267377
17264	9913
7653	9606
11673	445985
17669	83558
4147	272561
12845	243159
11641	96561
4217	269799
3374	272560
2374	205922
9488	7955
13158	3702
4653	6706
2209	3702
15879	243232
1246	9606
4912	7234
13756	46245
19904	7260
11826	319224
513	110662
10752	434271
7439	35974
13204	10116
